Num,Time,year,month,day,Customer,CustomerCode,Item,ItemCode,ItemCodeSub,Quantity,UnitPrice,Tax,Amount,Des,ReceiptNo
71048,11/3/2018,2018,3,11,Baker's Professional Lighting:Store #20,Ba4,"Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.",AB22, BakerBlac153 ,1,11,3.818181818,42,"71048Baker's Professional Lighting:Store #20Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.",1121
71048,11/3/2018,2018,3,11,Baker's Professional Lighting:Store #20,Ba4,"Broadway Collection, Polished Brass, 6 Light (60 watt max)",AB28, BakerBroa152 ,5,2.2,19.63636364,216,"71048Baker's Professional Lighting:Store #20Broadway Collection, Polished Brass, 6 Light (60 watt max)",1122
71048,11/3/2018,2018,3,11,Baker's Professional Lighting:Store #20,Ba4,"Cand. Light, 20 watts (8 pack)",AB38, BakerCand154 ,10,1.1,2.545454545,28,"71048Baker's Professional Lighting:Store #20Cand. Light, 20 watts (8 pack)",1123
71048,11/3/2018,2018,3,11,Baker's Professional Lighting:Store #20,Ba4,"Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass",AB45, BakerDie 148 ,8,1.375,39.09090909,430,"71048Baker's Professional Lighting:Store #20Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass",1124
71048,11/3/2018,2018,3,11,Baker's Professional Lighting:Store #20,Ba4,Golden Umber (100 watt)  Six Light Chandelier,AB58, BakerGold150 ,65,0.169230769,57.27272727,630,71048Baker's Professional Lighting:Store #20Golden Umber (100 watt)  Six Light Chandelier,1125
71048,11/3/2018,2018,3,11,Baker's Professional Lighting:Store #20,Ba4,"Pendant Bar, Cobblestone, 50lbs. max",AB65, BakerPend151 ,10,1.1,2.272727273,25,"71048Baker's Professional Lighting:Store #20Pendant Bar, Cobblestone, 50lbs. max",1126
71048,11/3/2018,2018,3,11,Baker's Professional Lighting:Store #20,Ba4,"Polished Brass Pendant, 1-100 watt Medium Base, Clear Ribbed Glass",AB67, BakerPoli149 ,17,0.647058824,44.54545455,490,"71048Baker's Professional Lighting:Store #20Polished Brass Pendant, 1-100 watt Medium Base, Clear Ribbed Glass",1127
71048,11/3/2018,2018,3,11,Baker's Professional Lighting:Store #20,Ba4,"Specialty Bulbs, 100 watt (6 pack)",AB74, BakerSpec155 ,2,5.5,1,11,"71048Baker's Professional Lighting:Store #20Specialty Bulbs, 100 watt (6 pack)",1128
71049,12/3/2018,2018,3,12,Lavery Lighting & Design:Store #JL-06,La25,"Athena Collection, Pendant, Textured White, Med. Base, 100 watt max.",AB18, LaverAthe160 ,22,0.5,70.90909091,780,"71049Lavery Lighting & Design:Store #JL-06Athena Collection, Pendant, Textured White, Med. Base, 100 watt max.",1129
71049,12/3/2018,2018,3,12,Lavery Lighting & Design:Store #JL-06,La25,"Brushed Nickel, (3-60 watt, Med) Ribbed Glass",AB34, LaverBrus158 ,100,0.11,36.36363636,400,"71049Lavery Lighting & Design:Store #JL-06Brushed Nickel, (3-60 watt, Med) Ribbed Glass",1130
71049,12/3/2018,2018,3,12,Lavery Lighting & Design:Store #JL-06,La25,Frosted Taupe (3/60 watt)  Marble Glass  ,AB55, LaverFros157 ,70,0.157142857,169.0909091,1860,71049Lavery Lighting & Design:Store #JL-06Frosted Taupe (3/60 watt)  Marble Glass  ,1131
71049,12/3/2018,2018,3,12,Lavery Lighting & Design:Store #JL-06,La25,"Pendant Bar, Textured White, 50lbs max",AB66, LaverPend161 ,20,0.55,9.090909091,100,"71049Lavery Lighting & Design:Store #JL-06Pendant Bar, Textured White, 50lbs max",1132
71049,12/3/2018,2018,3,12,Lavery Lighting & Design:Store #JL-06,La25,"Specialty Bulbs, 100 watt (6 pack)",AB74, LaverSpec164 ,4,2.75,2,22,"71049Lavery Lighting & Design:Store #JL-06Specialty Bulbs, 100 watt (6 pack)",1133
71049,12/3/2018,2018,3,12,Lavery Lighting & Design:Store #JL-06,La25,"Specialty, Stage & Studio Bulbs  60 watt",AB75, LaverSpec163 ,8,1.375,8.863636364,97.5,"71049Lavery Lighting & Design:Store #JL-06Specialty, Stage & Studio Bulbs  60 watt",1134
71049,12/3/2018,2018,3,12,Lavery Lighting & Design:Store #JL-06,La25,"Sunset, Clear Glass, 1-100 watt max.",AB78, LaverSuns162 ,27,0.407407407,19.09090909,210,"71049Lavery Lighting & Design:Store #JL-06Sunset, Clear Glass, 1-100 watt max.",1135
71049,12/3/2018,2018,3,12,Lavery Lighting & Design:Store #JL-06,La25,"Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10",AB82, LaverTape156 ,10,1.1,20.45454545,225,"71049Lavery Lighting & Design:Store #JL-06Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10",1136
71049,12/3/2018,2018,3,12,Lavery Lighting & Design:Store #JL-06,La25,"Vianne Lanterns, Satin Antiqued Solid Brass, 3-light wall latern, Candelabra base (60 watt max)",AB86, LaverVian159 ,30,0.366666667,90.90909091,1000,"71049Lavery Lighting & Design:Store #JL-06Vianne Lanterns, Satin Antiqued Solid Brass, 3-light wall latern, Candelabra base (60 watt max)",1137
71050,14/1/2018,2018,1,14,Godwin Lighting Depot:Store #202,Go15,"Brushed Nickel, Pendant, 1-100 watt Medium Base, Satin Etched Glass",AB36, GodwiBrus24 ,30,0.366666667,60,660,"71050Godwin Lighting Depot:Store #202Brushed Nickel, Pendant, 1-100 watt Medium Base, Satin Etched Glass",1138
71050,14/1/2018,2018,1,14,Godwin Lighting Depot:Store #202,Go15,"Flush Mount, Polished Brass (2, 13 watt)  White acrylic diffuser",AB54, GodwiFlus23 ,20,0.55,55.27272727,608,"71050Godwin Lighting Depot:Store #202Flush Mount, Polished Brass (2, 13 watt)  White acrylic diffuser",1139
71050,14/1/2018,2018,1,14,Godwin Lighting Depot:Store #202,Go15,"Halogen Lamp, 20 watts, Luminous Intensity",AB60, GodwiHalo29 ,6,1.833333333,3.490909091,38.4,"71050Godwin Lighting Depot:Store #202Halogen Lamp, 20 watts, Luminous Intensity",1140
71050,14/1/2018,2018,1,14,Godwin Lighting Depot:Store #202,Go15,"Pearl Nickle, 5 Light, Medium Base (100 watt max)",AB64, GodwiPear21 ,85,0.129411765,215.9090909,2375,"71050Godwin Lighting Depot:Store #202Pearl Nickle, 5 Light, Medium Base (100 watt max)",1141
71050,14/1/2018,2018,1,14,Godwin Lighting Depot:Store #202,Go15,River Rock (8/60 watt)  Faux Alabaster Glass,AB70, GodwiRive26 ,33,0.333333333,163.6363636,1800,71050Godwin Lighting Depot:Store #202River Rock (8/60 watt)  Faux Alabaster Glass,1142
71050,14/1/2018,2018,1,14,Godwin Lighting Depot:Store #202,Go15,"Roman Bronze, 1-light Lantern, w/tail, (100 watt max)",AB71, GodwiRoma22 ,23,0.47826087,77.27272727,850,"71050Godwin Lighting Depot:Store #202Roman Bronze, 1-light Lantern, w/tail, (100 watt max)",1143
71050,14/1/2018,2018,1,14,Godwin Lighting Depot:Store #202,Go15,"Specialty Bulbs, 100 watt (6 pack)",AB74, GodwiSpec28 ,20,0.55,10,110,"71050Godwin Lighting Depot:Store #202Specialty Bulbs, 100 watt (6 pack)",1144
71050,14/1/2018,2018,1,14,Godwin Lighting Depot:Store #202,Go15,"Specialty, Stage & Studio Bulbs  60 watt",AB75, GodwiSpec27 ,25,0.44,29.54545455,325,"71050Godwin Lighting Depot:Store #202Specialty, Stage & Studio Bulbs  60 watt",1145
71050,14/1/2018,2018,1,14,Godwin Lighting Depot:Store #202,Go15,"Tiffany Collection,Golden Baroque, 1-light lantern, medium base (100 watt max)",AB84, GodwiTiff25 ,8,1.375,92.72727273,1020,"71050Godwin Lighting Depot:Store #202Tiffany Collection,Golden Baroque, 1-light lantern, medium base (100 watt max)",1146
71051,10/2/2018,2018,2,10,Cole Home Builders:Phase 2 - Lot 5,Co9,"18x8x10, Solid Brass, 3-60watt Medium Base, Satin Etched Glass",AB13, Cole 18x884 ,60,0.183333333,90,990,"71051Cole Home Builders:Phase 2 - Lot 518x8x10, Solid Brass, 3-60watt Medium Base, Satin Etched Glass",1147
71051,10/2/2018,2018,2,10,Cole Home Builders:Phase 2 - Lot 5,Co9,"Acid Verde, 10x21x10, 2-60 watt cand.",AB16, Cole Acid83 ,20,0.55,30.90909091,340,"71051Cole Home Builders:Phase 2 - Lot 5Acid Verde, 10x21x10, 2-60 watt cand.",1148
71051,10/2/2018,2018,2,10,Cole Home Builders:Phase 2 - Lot 5,Co9,"Athena Collection, (100 watt max) Copper Verde, Seeded Glass",AB17, Cole Athe85 ,30,0.366666667,81.81818182,900,"71051Cole Home Builders:Phase 2 - Lot 5Athena Collection, (100 watt max) Copper Verde, Seeded Glass",1149
71051,10/2/2018,2018,2,10,Cole Home Builders:Phase 2 - Lot 5,Co9,"Cand. Light, 20 watts (8 pack)",AB38, Cole Cand81 ,40,0.275,10.18181818,112,"71051Cole Home Builders:Phase 2 - Lot 5Cand. Light, 20 watts (8 pack)",1150
71051,10/2/2018,2018,2,10,Cole Home Builders:Phase 2 - Lot 5,Co9,Golden Umber (100 watt)  Six Light Chandelier,AB58, Cole Gold82 ,200,0.055,171.8181818,1890,71051Cole Home Builders:Phase 2 - Lot 5Golden Umber (100 watt)  Six Light Chandelier,1151
71051,10/2/2018,2018,2,10,Cole Home Builders:Phase 2 - Lot 5,Co9,"Specialty Bulbs, 100 watt (6 pack)",AB74, Cole Spec80 ,24,0.458333333,12,132,"71051Cole Home Builders:Phase 2 - Lot 5Specialty Bulbs, 100 watt (6 pack)",1152
71052,27/2/2018,2018,2,27,Baker's Professional Lighting:Store #15,Ba3,"2032 Series, (3-60 watt, Med) Desert Stone Finish",AB14, Baker2032143 ,30,0.366666667,19.09090909,210,"71052Baker's Professional Lighting:Store #152032 Series, (3-60 watt, Med) Desert Stone Finish",1153
71052,27/2/2018,2018,2,27,Baker's Professional Lighting:Store #15,Ba3,"Acid Verde, 10x21x10, 2-60 watt cand.",AB16, BakerAcid137 ,16,0.6875,24.72727273,272,"71052Baker's Professional Lighting:Store #15Acid Verde, 10x21x10, 2-60 watt cand.",1154
71052,27/2/2018,2018,2,27,Baker's Professional Lighting:Store #15,Ba3,"Brushed Nickel, 18x7.75x6, 3-60 watt Medium Base, Satin Opal Glass",AB35, BakerBrus140 ,30,0.366666667,10.90909091,120,"71052Baker's Professional Lighting:Store #15Brushed Nickel, 18x7.75x6, 3-60 watt Medium Base, Satin Opal Glass",1155
71052,27/2/2018,2018,2,27,Baker's Professional Lighting:Store #15,Ba3,"Drop Opal w/Solid Oak Frame, 49 1/2 x 17, 120v HPF",AB47, BakerDrop145 ,15,0.733333333,11.45454545,126,"71052Baker's Professional Lighting:Store #15Drop Opal w/Solid Oak Frame, 49 1/2 x 17, 120v HPF",1156
71052,27/2/2018,2018,2,27,Baker's Professional Lighting:Store #15,Ba3,"Fluorescent Lamp, T-5, Bipin",AB53, BakerFluo146 ,2,5.5,0.818181818,9,"71052Baker's Professional Lighting:Store #15Fluorescent Lamp, T-5, Bipin",1157
71052,27/2/2018,2018,2,27,Baker's Professional Lighting:Store #15,Ba3,"Halogen Lamp, 20 watts, Luminous Intensity",AB60, BakerHalo141 ,2,5.5,1.090909091,12,"71052Baker's Professional Lighting:Store #15Halogen Lamp, 20 watts, Luminous Intensity",1158
71052,27/2/2018,2018,2,27,Baker's Professional Lighting:Store #15,Ba3,"Polished Brass Pendant, 1-100 watt Medium Base, Clear Ribbed Glass",AB67, BakerPoli138 ,7,1.571428571,19.09090909,210,"71052Baker's Professional Lighting:Store #15Polished Brass Pendant, 1-100 watt Medium Base, Clear Ribbed Glass",1159
71052,27/2/2018,2018,2,27,Baker's Professional Lighting:Store #15,Ba3,River Rock (8/60 watt)  Faux Alabaster Glass,AB70, BakerRive139 ,11,1,54.54545455,600,71052Baker's Professional Lighting:Store #15River Rock (8/60 watt)  Faux Alabaster Glass,1160
71052,27/2/2018,2018,2,27,Baker's Professional Lighting:Store #15,Ba3,"Specialty, Stage & Studio Bulbs  60 watt",AB75, BakerSpec142 ,2,5.5,2.363636364,26,"71052Baker's Professional Lighting:Store #15Specialty, Stage & Studio Bulbs  60 watt",1161
71052,27/2/2018,2018,2,27,Baker's Professional Lighting:Store #15,Ba3,Tapestry (8/60 watt)  Faux Alabaster Glass,AB79, BakerTape144 ,20,0.55,27.27272727,300,71052Baker's Professional Lighting:Store #15Tapestry (8/60 watt)  Faux Alabaster Glass,1162
71053,28/1/2018,2018,1,28,Miscellaneous - Retail:Alison Johnson,Al27,Tapestry (8/60 watt)  Faux Alabaster Glass,AB79, MisceTape43 ,20,0.55,27.27272727,300,71053Miscellaneous - Retail:Alison JohnsonTapestry (8/60 watt)  Faux Alabaster Glass,1163
71053,28/1/2018,2018,1,28,Miscellaneous - Retail:Alison Johnson,Al27,"Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10",AB82, MisceTape42 ,4,2.75,8.181818182,90,"71053Miscellaneous - Retail:Alison JohnsonTapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10",1164
71053,28/1/2018,2018,1,28,Miscellaneous - Retail:Alison Johnson,Al27,"Vianne Lanterns, Satin Antiqued Solid Brass, 3-light wall latern, Candelabra base (60 watt max)",AB86, MisceVian44 ,12,0.916666667,36.36363636,400,"71053Miscellaneous - Retail:Alison JohnsonVianne Lanterns, Satin Antiqued Solid Brass, 3-light wall latern, Candelabra base (60 watt max)",1165
71053,28/1/2018,2018,1,28,Miscellaneous - Retail:Alison Johnson,Al27,"White, 4.5x7.5, 1-100 watt Medium Base, Satin White Glass",AB88, MisceWhit45 ,15,0.733333333,5.818181818,64,"71053Miscellaneous - Retail:Alison JohnsonWhite, 4.5x7.5, 1-100 watt Medium Base, Satin White Glass",1166
71054,20/2/2018,2018,2,20,Miscellaneous - Retail:Mrs. Chris Holly,Ch41,"Athena Collection, Pendant, Textured White, Med. Base, 100 watt max.",AB18, MisceAthe129 ,7,1.571428571,23.63636364,260,"71054Miscellaneous - Retail:Mrs. Chris HollyAthena Collection, Pendant, Textured White, Med. Base, 100 watt max.",1167
71054,20/2/2018,2018,2,20,Miscellaneous - Retail:Mrs. Chris Holly,Ch41,"Drop Opal w/Solid Oak Frame, 49 1/2 x 17, 120v HPF",AB47, MisceDrop131 ,10,1.1,7.636363636,84,"71054Miscellaneous - Retail:Mrs. Chris HollyDrop Opal w/Solid Oak Frame, 49 1/2 x 17, 120v HPF",1168
71054,20/2/2018,2018,2,20,Miscellaneous - Retail:Mrs. Chris Holly,Ch41,Frosted Taupe (3/60 watt)  Marble Glass  ,AB55, MisceFros128 ,12,0.916666667,28.18181818,310,71054Miscellaneous - Retail:Mrs. Chris HollyFrosted Taupe (3/60 watt)  Marble Glass  ,1169
71054,20/2/2018,2018,2,20,Miscellaneous - Retail:Mrs. Chris Holly,Ch41,"Pendant Bar, Cobblestone, 50lbs. max",AB65, MiscePend130 ,20,0.55,4.545454545,50,"71054Miscellaneous - Retail:Mrs. Chris HollyPendant Bar, Cobblestone, 50lbs. max",1170
71054,20/2/2018,2018,2,20,Miscellaneous - Retail:Mrs. Chris Holly,Ch41,"Vianne Lanterns, Satin Antiqued Solid Brass, 3-light wall latern, Candelabra base (60 watt max)",AB86, MisceVian126 ,15,0.733333333,45.45454545,500,"71054Miscellaneous - Retail:Mrs. Chris HollyVianne Lanterns, Satin Antiqued Solid Brass, 3-light wall latern, Candelabra base (60 watt max)",1171
71054,20/2/2018,2018,2,20,Miscellaneous - Retail:Mrs. Chris Holly,Ch41,"White, 4.5x7.5, 1-100 watt Medium Base, Satin White Glass",AB88, MisceWhit127 ,23,0.47826087,8.727272727,96,"71054Miscellaneous - Retail:Mrs. Chris HollyWhite, 4.5x7.5, 1-100 watt Medium Base, Satin White Glass",1172
71055,17/1/2018,2018,1,17,Miscellaneous - Retail:Ms. Jann Minor,Ja42,"Beveled Mirror, Etched Ribbed Glass (75 watt max)",AB20, MisceBeve33 ,10,1.1,13.09090909,144,"71055Miscellaneous - Retail:Ms. Jann MinorBeveled Mirror, Etched Ribbed Glass (75 watt max)",1173
71055,17/1/2018,2018,1,17,Miscellaneous - Retail:Ms. Jann Minor,Ja42,"Black Finish, Solid Brass, Hanging w/Clear Glass (2x60watt max)",AB23, MisceBlac35 ,2,5.5,7.727272727,85,"71055Miscellaneous - Retail:Ms. Jann MinorBlack Finish, Solid Brass, Hanging w/Clear Glass (2x60watt max)",1174
71055,17/1/2018,2018,1,17,Miscellaneous - Retail:Ms. Jann Minor,Ja42,Golden Umber (100 watt)  Six Light Chandelier,AB58, MisceGold32 ,33,0.333333333,28.63636364,315,71055Miscellaneous - Retail:Ms. Jann MinorGolden Umber (100 watt)  Six Light Chandelier,1175
71055,17/1/2018,2018,1,17,Miscellaneous - Retail:Ms. Jann Minor,Ja42,"Pendant Bar, Textured White, 50lbs max",AB66, MiscePend31 ,10,1.1,4.545454545,50,"71055Miscellaneous - Retail:Ms. Jann MinorPendant Bar, Textured White, 50lbs max",1176
71055,17/1/2018,2018,1,17,Miscellaneous - Retail:Ms. Jann Minor,Ja42,"Polished Brass Pendant, 1-100 watt Medium Base, Clear Ribbed Glass",AB67, MiscePoli30 ,11,1,31.81818182,350,"71055Miscellaneous - Retail:Ms. Jann MinorPolished Brass Pendant, 1-100 watt Medium Base, Clear Ribbed Glass",1177
71055,17/1/2018,2018,1,17,Miscellaneous - Retail:Ms. Jann Minor,Ja42,"Sunset, Clear Glass, 1-100 watt max.",AB78, MisceSuns34 ,17,0.647058824,12.72727273,140,"71055Miscellaneous - Retail:Ms. Jann MinorSunset, Clear Glass, 1-100 watt max.",1178
71056,15/3/2018,2018,3,15,Miscellaneous - Retail:Mr. Fred Kaseman,Fr38,"Black Finish, Solid Brass, Hanging w/Clear Glass (2x60watt max)",AB23, MisceBlac166 ,6,1.833333333,23.18181818,255,"71056Miscellaneous - Retail:Mr. Fred KasemanBlack Finish, Solid Brass, Hanging w/Clear Glass (2x60watt max)",1179
71056,15/3/2018,2018,3,15,Miscellaneous - Retail:Mr. Fred Kaseman,Fr38,"Broadway Collection, Polished Brass, 6 Light (60 watt max)",AB28, MisceBroa170 ,5,2.2,19.63636364,216,"71056Miscellaneous - Retail:Mr. Fred KasemanBroadway Collection, Polished Brass, 6 Light (60 watt max)",1180
71056,15/3/2018,2018,3,15,Miscellaneous - Retail:Mr. Fred Kaseman,Fr38,"Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass",AB45, MisceDie 165 ,8,1.375,39.09090909,430,"71056Miscellaneous - Retail:Mr. Fred KasemanDie Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass",1181
71056,15/3/2018,2018,3,15,Miscellaneous - Retail:Mr. Fred Kaseman,Fr38,Frosted Taupe (3/60 watt)  Marble Glass  ,AB55, MisceFros169 ,24,0.458333333,56.36363636,620,71056Miscellaneous - Retail:Mr. Fred KasemanFrosted Taupe (3/60 watt)  Marble Glass  ,1182
71056,15/3/2018,2018,3,15,Miscellaneous - Retail:Mr. Fred Kaseman,Fr38,"Pendant Bar, Cobblestone, 50lbs. max",AB65, MiscePend168 ,40,0.275,9.090909091,100,"71056Miscellaneous - Retail:Mr. Fred KasemanPendant Bar, Cobblestone, 50lbs. max",1183
71056,15/3/2018,2018,3,15,Miscellaneous - Retail:Mr. Fred Kaseman,Fr38,"Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max",AB85, MisceVero167 ,18,0.611111111,54.54545455,600,"71056Miscellaneous - Retail:Mr. Fred KasemanVerona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max",1184
71057,10/4/2018,2018,4,10,Miscellaneous - Retail:Mr. Jay Jessen,Ja39,Chestnut (3/60 watt)  Marble Glass,AB39, MisceChes204 ,30,0.366666667,88.63636364,975,71057Miscellaneous - Retail:Mr. Jay JessenChestnut (3/60 watt)  Marble Glass,1185
71057,10/4/2018,2018,4,10,Miscellaneous - Retail:Mr. Jay Jessen,Ja39,"Domes, White, 59x21x6 5/8 ht, 120v HPF",AB46, MisceDome205 ,15,0.733333333,16.36363636,180,"71057Miscellaneous - Retail:Mr. Jay JessenDomes, White, 59x21x6 5/8 ht, 120v HPF",1186
71057,10/4/2018,2018,4,10,Miscellaneous - Retail:Mr. Jay Jessen,Ja39,"Drop Opal w/Solid Oak Frame, 49 1/2 x 17, 120v HPF",AB47, MisceDrop206 ,10,1.1,7.636363636,84,"71057Miscellaneous - Retail:Mr. Jay JessenDrop Opal w/Solid Oak Frame, 49 1/2 x 17, 120v HPF",1187
71058,25/4/2018,2018,4,25,Miscellaneous - Retail:Mrs. Anne Hemp,An40,"Brushed Nickel, Pendant, 1-100 watt Medium Base, Satin Etched Glass",AB36, MisceBrus251 ,10,1.1,20,220,"71058Miscellaneous - Retail:Mrs. Anne HempBrushed Nickel, Pendant, 1-100 watt Medium Base, Satin Etched Glass",1188
71058,25/4/2018,2018,4,25,Miscellaneous - Retail:Mrs. Anne Hemp,An40,"Pearl Nickle, 5 Light, Medium Base (100 watt max)",AB64, MiscePear253 ,10,1.1,25.90909091,285,"71058Miscellaneous - Retail:Mrs. Anne HempPearl Nickle, 5 Light, Medium Base (100 watt max)",1189
71058,25/4/2018,2018,4,25,Miscellaneous - Retail:Mrs. Anne Hemp,An40,"Pendant Bar, Textured White, 50lbs max",AB66, MiscePend252 ,10,1.1,4.545454545,50,"71058Miscellaneous - Retail:Mrs. Anne HempPendant Bar, Textured White, 50lbs max",1190
71058,25/4/2018,2018,4,25,Miscellaneous - Retail:Mrs. Anne Hemp,An40,River Rock (8/60 watt)  Faux Alabaster Glass,AB70, MisceRive249 ,11,1,54.54545455,600,71058Miscellaneous - Retail:Mrs. Anne HempRiver Rock (8/60 watt)  Faux Alabaster Glass,1191
71058,25/4/2018,2018,4,25,Miscellaneous - Retail:Mrs. Anne Hemp,An40,"Tiffany Collection,Golden Baroque, 1-light lantern, medium base (100 watt max)",AB84, MisceTiff250 ,3,3.666666667,37.09090909,408,"71058Miscellaneous - Retail:Mrs. Anne HempTiffany Collection,Golden Baroque, 1-light lantern, medium base (100 watt max)",1192
71059,31/1/2018,2018,1,31,Godwin Lighting Depot:Store #303,Go16,"Athena Collection, (100 watt max) Copper Verde, Seeded Glass",AB17, GodwiAthe67 ,14,0.785714286,36.81818182,405,"71059Godwin Lighting Depot:Store #303Athena Collection, (100 watt max) Copper Verde, Seeded Glass",1193
71059,31/1/2018,2018,1,31,Godwin Lighting Depot:Store #303,Go16,"Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.",AB22, GodwiBlac64 ,3,3.666666667,10.30909091,113.4,"71059Godwin Lighting Depot:Store #303Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.",1194
71059,31/1/2018,2018,1,31,Godwin Lighting Depot:Store #303,Go16,"Black Finish, Solid Brass,Wall Mount w/Clear Glass (2x60watt max)",AB24, GodwiBlac65 ,15,0.733333333,30.68181818,337.5,"71059Godwin Lighting Depot:Store #303Black Finish, Solid Brass,Wall Mount w/Clear Glass (2x60watt max)",1195
71059,31/1/2018,2018,1,31,Godwin Lighting Depot:Store #303,Go16,"Broadway Collection, Polished Chrome, 4 Light (60 watt max)",AB29, GodwiBroa68 ,15,0.733333333,11.53636364,126.9,"71059Godwin Lighting Depot:Store #303Broadway Collection, Polished Chrome, 4 Light (60 watt max)",1196
71059,31/1/2018,2018,1,31,Godwin Lighting Depot:Store #303,Go16,"Domes, White, 59x21x6 5/8 ht, 120v HPF",AB46, GodwiDome73 ,7,1.571428571,7.363636364,81,"71059Godwin Lighting Depot:Store #303Domes, White, 59x21x6 5/8 ht, 120v HPF",1197
71059,31/1/2018,2018,1,31,Godwin Lighting Depot:Store #303,Go16,"Fluorescent Lamp, T-12, Medium Bipin  (30pack)",AB52, GodwiFluo72 ,4,2.75,1.227272727,13.5,"71059Godwin Lighting Depot:Store #303Fluorescent Lamp, T-12, Medium Bipin  (30pack)",1198
71059,31/1/2018,2018,1,31,Godwin Lighting Depot:Store #303,Go16,"Halogen Lamp, Volts:3.5  Tubular",AB62, GodwiHalo69 ,2,5.5,0.9,9.9,"71059Godwin Lighting Depot:Store #303Halogen Lamp, Volts:3.5  Tubular",1199
71059,31/1/2018,2018,1,31,Godwin Lighting Depot:Store #303,Go16,"Specialty Bulbs, 100 watt (6 pack)",AB74, GodwiSpec70 ,4,2.75,1.8,19.8,"71059Godwin Lighting Depot:Store #303Specialty Bulbs, 100 watt (6 pack)",1200
